"company","year","region","country","icb_sector","rank","rd_million","rd_growth_1y_percent","rd_intensity_percent","sales_million","sales_growth_1y_percent","employees","employees_growth_1y_percent","capex_million","capex_growth_1y_percent","capex_intensity_percent","profit_million","profit_growth_1y_percent","profitability_percent","patents_2010_2019"
"NOVOZYMES",2014,"EU","Denmark","Pharmaceuticals & Biotechnology",118,211.921556,13.96526760808,12.6414639942849,1676.400424,6.07015153586503,6260,1.59039272963324,94.591018,-7.74278238902307,5.6425074013224,455.3286,16.6494311924602,27.1610883343465,1498
"NOVOZYMES",2015,"EU","Denmark","Pharmaceuticals & Biotechnology",114,238.171164,12.444286776768,12.648175402873,1883.047605,12.3846215859742,6485,0.480322280756118,130.180694,37.6955905829495,6.91329808414482,522.336587,14.7754136853508,27.7388944184446,1498
"NOVOZYMES",2016,"EU","Denmark","Pharmaceuticals & Biotechnology",121,237.276756,-0.395257155923912,12.4734832150458,1902.249371,0.999857184110575,6149,-5.18118735543562,144.733441,11.1570244918961,7.60854192970055,530.778958,1.59629262804806,27.9027011963722,1498
"NOVOZYMES",2017,"EU","Denmark","Pharmaceuticals & Biotechnology",128,235.2,-0.7,12.1,1951.8,2.8,5973,-2.9,214,48,11,543.6,2.6,27.9,1498
"NOVOZYMES",2018,"EU","Denmark","Pharmaceuticals & Biotechnology",146,217.958703,-7.08166771954274,11.306462778812,1927.735555,-0.970339262404496,6427,7.60087058429599,178.439455,-16.3841808677359,9.25642806852727,545.231668,0.568322258468945,28.283530206507,1498
"NOVOZYMES",2019,"EU","Denmark","Pharmaceuticals & Biotechnology",155,230.809075,6.39213280841051,12.042576868372,1916.608692,-0.111188313947619,6125,-4.69892640423215,114.937852,-35.2852854890283,5.9969388889738,538.554508,-0.761670788654456,28.0993460088096,1498
"FREUDENBERG",2010,"EU","Germany","General Industrials",124,155.1,4.51482479784366,2.82956908818915,5481.4,30.4846695867454,34200,8.17307692307692,163,36.9497187221819,3.99715401174882,323.944,11.8074885516746,8.60364140548035,980
"FREUDENBERG",2011,"EU","Germany","General Industrials",127,169,8.96196002578982,2.81361857987181,6006.5,9.57966942751853,36101,5.55847953216375,422.886,1.18486107649081,7.3,505.4,7.167090754877,8.41421793057521,980
"FREUDENBERG",2012,"EU","Germany","General Industrials",132,184.1,8.93491124260355,2.91219134093677,6321.7,5.50409719788381,37684,4.38492008531619,0,-99.9,0,538,4.12231468937487,8.51036904630084,980
"FREUDENBERG",2013,"EU","Germany","General Industrials",135,182.1,8.19964349376112,3.22523511804608,5646.1,-0.619576505377284,33293,1.59907229393634,0,1645.18578331493,0,422.2,-16.5282720442863,7.4777279892315,980
"FREUDENBERG",2014,"EU","Germany","General Industrials",139,182.1,8.19964349376112,3.22523511804608,5646.1,-0.619576505377284,33293,1.59907229393634,169,-100,0,422.2,-16.5282720442863,7.4777279892315,980
"FREUDENBERG",2015,"EU","Germany","General Industrials",123,227.5,7.6158940397351,2088200,0,-99.8182118658073,0,-19.1489361702128,0,1645.18578331493,1578.57142857143,0,262.339465463381,272.316384180791,980
"FREUDENBERG",2016,"EU","Germany","General Industrials",102,286.7,26.021978021978,4.77690026325436,6001.8,5.84625152108353,34611,3.95879013606464,190.237994,76.4,0,503.8,21.1057692307692,8.39414842214002,980
"FREUDENBERG",2017,"EU","Germany","General Industrials",88,355.8,24.1,4.5,7915.4,23.1,41517,19.2,383.7,31.8,4.8,1185.5,130.4,15,980
"FREUDENBERG",2018,"EU","Germany","General Industrials",118,281.3,-20.9387296233839,2.97501956553927,9455.4,1.04513977943061,49137,1.89536113472824,249,-19.7067449091101,3.2725321888412,443,-1.62927789579373,6.09085280064495,980
"FREUDENBERG",2019,"EU","Germany","General Industrials",107,326.4,16.0327052968361,3.44747459811149,9467.8,0.131141992935246,48851,-0.582046115961499,418.9,14.8300438596491,4.42447030989248,820,1.66129432184479,8.66093495849089,980
"AMDOCS",2010,"EU","UK","Software",125,154.925,-1.21217145116242,6.96451144800701,2224.492,4.24845009248598,19455,12.821851078636,80.382,-5.06134969325154,2.91347417747513,233.166786,12.9676041956744,13.7292919012521,25
"AMDOCS",2011,"EU","UK","Software & Computer Services",122,171.486203,6.76186996649659,6.9825359594547,2455.930109,6.48627803849762,19826,1.90696479054229,84.843496,26.2655940601999,3.45463804890386,312.515647,-1.30360909171533,12.7249405776962,25
"AMDOCS",2012,"EU","UK","Software & Computer Services",134,183.46446,9.09340848151912,7.45519653243239,2460.893676,2.17686974955422,20105,1.40724301422375,92.506446,11.1806451181781,3.75905903217901,335.358508,9.424181981264,13.6275090334297,25
"AMDOCS",2013,"EU","UK","Software & Computer Services",137,174.219423,-0.7423688663593,7.18100670738667,2426.114194,3.04755024528869,20774,3.32753046505845,77.386703,-12.5592987108393,3.1897386854825,349.178459,8.83219756459159,14.3924989130169,25
"AMDOCS",2014,"EU","UK","Software & Computer Services",116,212.417324,7.33770112290031,7.23687626854496,2935.207348,6.50904075446044,22546,8.52989313565033,91.894362,4.53974696006725,3.13076219513471,408.242942,2.92720216228466,13.9084873263952,25
"AMDOCS",2015,"EU","UK","Software & Computer Services",120,234.172957,-1.14464753235025,6.99715495572876,3346.688168,2.24211950115414,24950,10.6626452585824,110.685264,8.00760111742933,3.30730735711616,473.912188,4.09564855598108,14.1606317711761,25
"AMDOCS",2016,"EU","UK","Software & Computer Services",120,239.343507,-1.04022875307083,6.78527329770778,3527.396709,2.04995802986876,25561,2.44889779559119,123.409539,7.95249865874577,3.4986010698804,458.344543,-6.35858652798952,12.9938473274229,25
"AMDOCS",2017,"EU","UK","Software & Computer Services",147,216,2.7,6.7,3224.5,4,24670,-3.5,111.2,2.5,3.4,431.4,7.1,13.4,25
"AMDOCS",2018,"EU","UK","Software & Computer Services",135,241.585029,6.76117416180235,6.95915327742632,3471.471591,2.78452761762398,24381,-1.17146331576814,201.874132,73.283255980929,5.81523214890685,374.067058,-17.2086450382719,10.77546072881,25
"AMDOCS",2019,"RoW","UK","Software & Computer Services",145,243.8455,-0.968494018149069,6.70316093528651,3637.768843,2.81349902066845,24516,0.553709856035445,114.016393,-44.5865383690558,3.13423963755687,510.444252,33.8836397141951,14.0317945980055,25
"PIRELLI",2010,"EU","Italy","Automobiles & Parts",131,150,9.48905109489051,2.91619497212992,5143.689,15.2723080753537,30329,2.58413664806358,153.606,72,8.41942426923556,428.202,18.2769864994149,7.50908540543567,598
"PIRELLI",2011,"EU","Italy","Automobiles & Parts",125,169.7,13.1333333333333,3.0009940240076,5654.793,9.93652610023661,31252,3.04329189884269,617.786,42.6530183411881,10.9249976082237,596.028,54.3138534190822,10.5402266714272,598
"PIRELLI",2012,"EU","Italy","Automobiles & Parts",136,178.9,5.42133176193282,2.94653658424105,6071.535,7.36971273749543,36384,16.4213490336618,455.548,-26.2611972430583,7.50301200602484,802.272,34.6030723388834,13.2136601370164,598
"PIRELLI",2013,"EU","Italy","Automobiles & Parts",119,199.2,11.3471212968139,3.24104806903823,6146.16,1.22909610172717,37979,1.71674969200279,402.281,-11.6929500294151,6.54524125632916,785.694,-2.06638147660645,12.7834940841111,598
"PIRELLI",2014,"EU","Italy","Automobiles & Parts",122,205.5,3.16265060240963,3.4147199854837,6018.063,-2.08417939005818,37561,-1.10060823086443,367.201,8.68306801736614,6.10164765639708,766.299,-1.49005643471443,12.7333163511249,598
"PIRELLI",2015,"EU","Italy","Automobiles & Parts",129,214.4,4.330900243309,3.3979789315797,6309.633,4.84491438524322,36753,-2.15116743430686,0,-28,0,850.311,1.47720641149114,13.4763939519145,598
"PIRELLI",2016,"EU","Italy","Automobiles & Parts",125,228.1,6.38992537313432,3.76500120245654,6058.431,-3.98124581889312,37050,0.808097298179722,112.431706,-2.26308345120226,0.928381962864721,722.927,-14.9808717045881,11.932577923228,598
"PIRELLI",2017,"EU","Italy","Automobiles & Parts",141,221.5,-2.9,4.1,5352.3,-11.7,30189,-18.5,470.4,29.4,8.8,706.6,-0.2,13.2,598
"PIRELLI",2018,"EU","Italy","Automobiles & Parts",145,219,-1.12866817155757,4.21601148757249,5194.483,-2.94827459609293,31489,4.30620424657988,458.092,-2.6125630074344,8.81881796513724,747.407,5.7682347313931,14.3884771593246,598
"PIRELLI",2019,"EU","Italy","Automobiles & Parts",153,232.5,6.16438356164384,4.3677933757576,5323.054,2.47514526469719,31575,0.273111245196733,369.699,-19.2959056259441,6.94524233644821,760.307,1.72596724408522,14.2832854973855,598
"RSA INSURANCE",2010,"EU","UK","Nonlife Insurance",134,148.222,32.2914621302726,1.54878362252905,9570.22,9.94904547580992,22078,-2.68006700167505,195,-14.8218524036509,0.390241812622907,223.963966,75.0850342743388,5.79267770228898,0
"RSA INSURANCE",2011,"EU","UK","Nonlife Insurance",116,175.652447,15.7515677252121,1.80634062777781,9724.21504,-0.752864870554748,26144,-3.43790287924366,118,-34.2618384700013,4.21116543472661,19.118634,-96.6314661272547,0.196608506921706,0
"RSA INSURANCE",2012,"EU","UK","Nonlife Insurance",154,153.087768,-12.9251697894361,1.53238357739993,9990.172843,2.64192676470234,10175,-100,248,-37.0240699489871,0,203.319692,-4.49438179552308,2.03519693998552,0
"RSA INSURANCE",2013,"EU","UK","Nonlife Insurance",179,133.740562,-12.5000002453444,1.2927054462593,10345.787773,3.72321321230142,139730,-100,0,-100,0,71.64673,-83.6512261145149,0.69252077823383,0
"RSA INSURANCE",2014,"EU","UK","Nonlife Insurance",306,64.278042,-55.3571431423951,0.717669007148254,8956.502421,-13.6143831370261,12969,-100,0,-14.6341471999002,0,88.703698,-41.0256412813513,0.990383230311193,0
"RSA INSURANCE",2015,"EU","UK","Banks",309,69.419464,2.00000005877317,0.856854837291211,8101.659812,-5.59873116626632,0,14.3293774265495,0,-93.8571966730726,0,0,-52.3593466424682,0,0
"RSA INSURANCE",2016,"EU","UK","Nonlife Insurance",177,152.885102,156.862746020449,2.09969546905761,7281.298848,4.82190859643035,14428,-21.5315168325447,29.17655,78.5714285714286,0.400705294605702,410.176774,-161.2,3.03317362934914,0
"RSA INSURANCE",2017,"EU","UK","Nonlife Insurance",195,147.6,0,2,7523.5,7,13363,-7.4,20.3,-28,0.3,30.4,0,0.4,0
"RSA INSURANCE",2018,"EU","UK","Nonlife Insurance",217,135.270704,-6.87022941756208,1.88562595549585,7173.782457,-3.11470500356837,12244,-8.37386814338098,24.393077,22.2222227789477,0.340030899267064,80.940667,170.370370617804,1.12828438114986,0
"RSA INSURANCE",2019,"RoW","UK","Nonlife Insurance",198,154.178226,8.19672082829368,2.05703598878625,7495.164248,-0.819165377963138,12378,1.09441359032996,9.344134,-63.6363671741819,0.124668835676195,185.714682,117.808220093839,2.47779335922566,0
"WARTSILA",2010,"EU","Finland","Industrial Machinery",136,147,-0.67567567567568,3.22864045684164,4553,-13.4410646387833,18000,-4.40785979819437,110.031833,-4.32432448313483,1.60333845815946,547.205135,5.17241379310345,8.8513068306611,603
"WARTSILA",2011,"EU","Finland","Industrial Engineering",121,172,17.0068027210884,4.08648134948919,4209,-7.5554579398199,17913,-0.483333333333336,90,23.2876712328767,2.13827512473272,437,8.43672456575682,10.3825136612022,603
"WARTSILA",2012,"EU","Finland","Industrial Engineering",108,212,23.2558139534884,4.48677248677249,4725,12.2594440484676,18887,5.4373918383297,112,24.4444444444444,2.37037037037037,470,7.55148741418765,9.94708994708995,603
"WARTSILA",2013,"EU","Finland","Industrial Engineering",110,218,2.83018867924529,4.68414267296949,4654,-1.50264550264551,18663,-1.18600095303648,129,15.1785714285714,2.7718091963902,497,5.74468085106383,10.6789858186506,603
"WARTSILA",2014,"EU","Finland","Industrial Engineering",154,164,-24.7706422018349,3.3891299855342,4839,3.95273899033297,17717,-3.26508326508327,99,-23.2558139534884,2.04587724736516,697,66.7464114832536,14.4038024385204,603
"WARTSILA",2015,"EU","Finland","Industrial Engineering",190,138,-15.8536585365854,2.74408431099622,5029,3.92643108080182,18856,6.42885364339336,79,-20.2020202020202,1.57088884470074,609,27.4058577405858,12.1097633724398,603
"WARTSILA",2016,"EU","Finland","Industrial Engineering",192,137,-0.724637681159424,2.85357217246407,4801,-4.53370451381985,18011,-4.48133220195165,55,-30.379746835443,1.14559466777755,549,-9.85221674876847,11.4351176838159,603
"WARTSILA",2017,"EU","Finland","Industrial Engineering",182,157,14.6,3.2,4923,2.5,18065,0.3,64,16.4,1.3,552,0.5,11.2,603
"WARTSILA",2018,"EU","Finland","Industrial Engineering",161,195,24.2038216560509,3.76884422110553,5174,5.35532478110365,19294,6.80321062828675,110,71.875,2.12601468882876,543,1.1173184357542,10.4947816003092,603
"WARTSILA",2019,"EU","Finland","Industrial Engineering",164,213,9.23076923076922,4.11992263056093,5170,-0.0773096250483163,18795,-2.58629625790401,116,5.45454545454545,2.24371373307544,363,-33.1491712707182,7.02127659574468,603
"DRAGERWERK",2010,"EU","Germany","Health Care Equipment & Services",138,145.627,7.80317723524273,6.6884798057761,2177.281,13.928931545241,11186,1.62623784864178,55.111622,5.94161008397611,2.27526901672315,226.226,35.8649044873844,9.3254844000384,284
"DRAGERWERK",2011,"EU","Germany","Health Care Equipment & Services",150,140.048,-3.83102034650168,6.20822245480301,2255.847,3.60844557960136,11924,6.5975326300733,59.523,20.1538182038394,2.6386097993348,213.781,5.28905349632096,9.47675086120645,284
"DRAGERWERK",2012,"EU","Germany","Health Care Equipment & Services",147,161.211,21.8470817649993,6.7921356480633,2373.495,5.21524731065537,12516,4.96477692049648,58.38,-1.92026611561917,2.45966391334298,231.846,8.4502364569349,9.76812674979303,284
"DRAGERWERK",2013,"EU","Germany","Health Care Equipment & Services",145,165.901,2.90923075968761,6.98776495642256,2374.164,0.0281862822546719,13334,6.53563438798339,81.521,39.6385748544022,3.43367181037199,205.703,-11.4368377772133,8.66422875589049,284
"DRAGERWERK",2014,"EU","Germany","Health Care Equipment & Services",120,208.823,5.35920605849618,8.57710493802821,2434.656,2.54792844976168,13737,3.02234888255588,88.874,9.01976177917345,3.65037196219918,171.42,-16.666261551849,7.04083040889555,284
"DRAGERWERK",2015,"EU","Germany","Health Care Equipment & Services",122,227.823,9.09861461620607,8.7324640080953,2608.92,7.15764362603999,13936,1.44864235276989,110.149,-11.0424958503632,4.22201524002269,73.526,-57.1076887177692,2.81825429679714,284
"DRAGERWERK",2016,"EU","Germany","Health Care Equipment & Services",134,215.855,-5.2532009498602,8.55264878332127,2523.838,-3.26119620379314,13263,-4.82921928817451,73.298,-33.4555919708758,2.90422760890358,135.489,84.2735902945897,5.36837150403473,284
"DRAGERWERK",2017,"EU","Germany","Health Care Equipment & Services",134,230.1,6.6,8.9,2572.3,1.9,13739,3.6,66,-10,2.6,152.5,12.5,5.9,284
"DRAGERWERK",2018,"EU","Germany","Health Care Equipment & Services",132,247.262,7.43561779542818,9.528364052547,2595.01,0.884593135364464,14399,4.80384307445956,57.108,-13.4687940360926,2.20068516113618,65.534,-57.0195574327426,2.52538525863099,284
"DRAGERWERK",2019,"EU","Germany","Health Care Equipment & Services",139,258.879,4.69825529195753,9.30943490130983,2780.824,7.16043483454785,14845,3.09743732203624,58.512,2.45849968480774,2.10412453287227,84.772,29.3557542649617,3.04844894894463,284
"TECHNICOLOR",2010,"EU","France","Media",139,145,-2.02702702702703,3.56440511307768,4068,-0.73206442166911,17858,-14.2184647900855,44.463,-43.5143288084464,3.41691248770895,-151.334,-395.489749430524,-4.5968534906588,125
"TECHNICOLOR",2011,"EU","France","Media",140,152,4.82758620689656,4.40579710144928,3450,-15.1917404129793,16942,-5.12935379101803,106,-23.7410071942446,3.07246376811594,-33,-82.3529411764706,-0.956521739130435,125
"TECHNICOLOR",2012,"EU","France","Media",149,160,5.26315789473684,4.46927374301676,3580,3.76811594202899,14639,-13.5934364301735,80,-24.5283018867924,2.23463687150838,264,-900,7.37430167597765,125
"TECHNICOLOR",2013,"EU","France","Media",168,139,-13.125,4.02898550724638,3450,-3.63128491620112,14000,-4.36505225766788,64,-20,1.85507246376812,224,-15.1515151515151,6.49275362318841,125
"TECHNICOLOR",2014,"EU","France","Media",193,129,-7.19424460431655,3.87154861944778,3332,-3.42028985507247,14201,1.4357142857143,60,-6.25,1.80072028811525,302,34.8214285714286,9.06362545018007,125
"TECHNICOLOR",2015,"EU","France","Media",195,134,3.87596899224807,3.66922234392114,3652,9.60384153661464,16720,17.7381874515879,51,-15,1.39649507119387,264,-12.5827814569536,7.2289156626506,125
"TECHNICOLOR",2016,"EU","France","Media",149,191,42.5373134328358,3.90593047034765,4890,33.8992332968237,17017,1.77631578947368,68,33.3333333333333,1.39059304703476,262,-0.757575757575757,5.35787321063395,125
"TECHNICOLOR",2017,"EU","France","Media",173,175,-8.4,4,4362,-10.8,16307,-4.2,52,-23.5,1.2,49,-81.3,1.1,125
"TECHNICOLOR",2018,"EU","France","Media",204,143,-18.2857142857143,3.56964553170245,4006,-5.80766517752175,17745,8.81829889004722,68,33.3333333333333,1.69745381927109,119,240,2.97054418372441,125
"TECHNICOLOR",2019,"EU","France","Media",265,113,-20.979020979021,2.96899632159748,3806,-4.99251123315028,17414,-1.86531417300648,70,2.94117647058822,1.83920126116658,-126,-205.882352941176,-3.31056227009984,125
"GRUNDFOS",2010,"EU","Denmark","Industrial Machinery",140,144.395,38.9455553203364,5.48729347358084,2631.443,14.9353199106006,16178,-3.51285262718435,150.954849,-16.0165201517368,5.28329893522299,278.425,0.3,12.8971442664728,405
"GRUNDFOS",2011,"EU","Denmark","Industrial Engineering",131,164.105729,13.3850575084763,22.493185251687,729.579769,-72.3393072565751,2868,-82.2722215354185,6.427,20,4.34536732491777,39.817027,-88.2951583775888,5.45752893540007,405
"GRUNDFOS",2012,"EU","Denmark","Industrial Engineering",139,170.626146,4.42622923228708,21.8809323538012,779.793764,7.34819171020569,2776,-3.20781032078103,11.22329,-100,0,38.135613,-3.80562879497847,4.89047422030936,405
"GRUNDFOS",2013,"EU","Denmark","Industrial Engineering",170,138.385507,-18.9167978947846,18.1950861482599,760.565275,-2.49147227133871,2790,0.504322766570597,0,-100,0,34.212032,-10.3120705521316,4.49823744582607,405
"GRUNDFOS",2014,"EU","Denmark","Industrial Engineering",164,153.659947,-4.35510937192464,20.7819357639233,739.391887,-3.20923981594415,2753,-1.32616487455197,2.796539,-31.9148936170213,0,21.849449,-36.4146115166548,2.95505663291109,405
"GRUNDFOS",2015,"EU","Denmark","Industrial Engineering",193,135.022125,-12.084063059829,36.927961357299,365.636553,-50.5235791731257,2547,-7.4827460951689,0,-28.8099589262599,0,24.923551,14.1281510416488,6.81648232254285,405
"GRUNDFOS",2016,"EU","Denmark","Industrial Engineering",188,140.429101,3.98406426423659,56.6971314124173,247.682903,-32.2731254910845,2408,-5.4574008637613,126.709362,-1.25786163522013,51.1578960296666,24.301633,-2.51447221833109,9.81159083071632,405
"GRUNDFOS",2017,"EU","Denmark","Gas, Water & Multi-Utilities",199,143.1,-10,4.2,3443.2,-21,18241,2.59067357512954,103.2,-18.5,3,315.1,-140.635888501742,9.2,405
"GRUNDFOS",2018,"EU","Denmark","Gas, Water & Multi-Utilities",199,146.422165,2.62910760411006,4.09041576313462,3579.640151,4.24046188056675,18888,3.54695466257333,135.30319,31.5104164388616,3.77979864714061,322.182349,2.51491910046318,9.00041164500839,405
"GRUNDFOS",2019,"EU","Denmark","Gas, Water & Multi-Utilities",228,133.738591,-8.2342178911909,3.64488696160367,3669.210936,2.98267280071423,19019,0.693562049978813,131.07182,-2.67326693193397,3.57220727524835,372.147965,16.0498959591324,10.1424521917973,405
"DANFOSS",2010,"EU","Denmark","Industrial Machinery",141,141.442,-14.16989799324,3.21772526602049,4395.714,27.6887700354566,25181,-10.5947097461388,100.763073,0.952380833904232,2.32019189601507,230.419,-12.2043795620438,9.95237633749603,863
"DANFOSS",2011,"EU","Denmark","Industrial Engineering",129,166.795987,17.6498684616317,3.65738556686284,4560.525106,3.50698535120493,24133,-4.16186807513601,100.763073,-97.4878180833785,0,567.509893,29.4200179450918,12.4439594083884,863
"DANFOSS",2012,"EU","Denmark","Industrial Engineering",133,183.751234,10.6451611893174,4.03446349107613,4554.539517,0.303798950662992,23092,-4.31359549165044,0,-100,0,498.887279,-11.7089358275511,10.9536271919013,863
"DANFOSS",2013,"EU","Denmark","Industrial Engineering",132,185.273143,4.45619351997288,4.11264422368481,4504.964031,-1.11447642806916,22463,-2.72388706045383,0,-100,0,483.344541,-3.14093964245103,10.7291542767925,863
"DANFOSS",2014,"EU","Denmark","Industrial Engineering",141,179.090534,-3.75994206031536,3.87199999898298,4625.272057,2.22136313639576,22494,-2.32739904472428,64,-25.5813960711253,0,553.283453,13.7168141629298,11.9621818172327,863
"DANFOSS",2015,"EU","Denmark","Industrial Engineering",126,216.116091,20.7362884780207,4.22550025702404,5114.568166,10.6356363756474,23594,4.89019294033965,0,-99.9,0,550.98172,-0.364785843312809,10.7727906270318,863
"DANFOSS",2016,"EU","Denmark","Industrial Engineering",129,221.269991,2.36465461351298,4.19140316104107,5279.138811,3.19739160854473,24034,1.8648809019242,205.129275,39.1423357664234,3.88565791398737,573.284318,4.02733717954917,10.8594287538995,863
"DANFOSS",2017,"EU","Denmark","Industrial Engineering",105,296.8,34.3,5.1,5821.7,10.4,25934,7.9,240.4,17.4,4.1,642.6,12.2,11,863
"DANFOSS",2018,"EU","Denmark","Industrial Engineering",106,317,7.07308737336867,5.1984258326959,6097.99986,5.02478438832799,27795,7.17590807434256,241,0.502611893988703,3.95211553842181,647.999985,1.11071038536186,10.6264348946705,863
"DANFOSS",2019,"EU","Denmark","Industrial Engineering",110,323,1.89274447949528,5.13922032261278,6285.000053,3.5496717105473,27871,0.273430473106684,247,2.48962655601659,3.92999201140977,694.999998,7.75580067810711,11.0580746561531,863
"RECKITT BENCKISER",2010,"EU","UK","Household Goods & Home Construction",142,140.052,-1.63920610172349,1.41961438127389,9865.496,9.02876335880562,27200,9.23694779116466,10.321,15.9069174370418,2.01112037347134,2322.167617,4.71074380165288,25.1981552676115,531
"RECKITT BENCKISER",2011,"EU","UK","Household Goods & Home Construction",138,152.949069,6.67014100324401,1.34949920758945,11333.76501,12.2123417109761,37800,38.9705882352941,195.965995,-3.52626936460324,1.72904586275695,2851.066243,12.0224281520814,25.1555086988697,531
"RECKITT BENCKISER",2012,"EU","UK","Household Goods & Home Construction",113,204.51569,10.3225806486415,1.78739416999933,11442.11464,0.864522938010626,35900,-5.02645502645502,198.535699,1.21951251842896,1.73513118201025,2858.435663,0.16764460253833,24.9817079528929,531
"RECKITT BENCKISER",2013,"EU","UK","Household Goods & Home Construction",103,237.62832,16.3742687194548,1.98147963523785,11992.468445,4.97543639402938,37100,3.34261838440111,238.822432,20.4819274434064,1.99143681799365,2800.19302,-2.16937840925757,23.3495967310006,531
"RECKITT BENCKISER",2014,"EU","UK","Household Goods & Home Construction",134,187.691884,-26.6331658252172,1.53474193492085,12229.540337,-5.27730757828628,37200,0.269541778975735,201.833053,-21.1055277678328,1.65037317379266,3599.570372,5.10510512930638,29.4334069213512,531
"RECKITT BENCKISER",2015,"EU","UK","Household Goods & Home Construction",145,190.563235,-4.10958914449207,1.57764255271943,12078.986756,-6.71712393291982,34700,-6.72043010752689,209.619558,-1.91082807912676,1.73540680385195,3050.372923,-19.9642857080636,25.2535496943466,531
"RECKITT BENCKISER",2016,"EU","UK","Household Goods & Home Construction",161,173.892215,6.42857168212987,1.50641997921934,11543.408704,11.460446248953,34700,0,208.90407,16.2337661759587,1.80972601210603,2812.619045,7.54127618705542,24.36558487291,531
"RECKITT BENCKISER",2017,"EU","UK","Household Goods & Home Construction",149,210.7,25.5,1.6,13250.1,18.9,40400,16.4,322.2,62.5,2.4,2833.4,4.4,21.4,531
"RECKITT BENCKISER",2018,"EU","UK","Household Goods & Home Construction",134,247.257107,19.2513365966378,1.77026275461718,13967.254655,10.0270766066238,42400,4.95049504950495,379.201483,19.5804196179085,2.71493212063871,3379.550066,10.5549510302439,24.1962371953331,531
"RECKITT BENCKISER",2019,"RoW","UK","Household Goods & Home Construction",121,300.180335,15.2466369916698,2.00062275975309,15004.344699,1.9766611141016,42400,0,357.413161,-10.5263159739324,2.3820644497978,-2282.304962,-163.89797253753,-15.2109606103098,531
"MTU AERO ENGINES",2010,"EU","Germany","Aerospace & Defense",143,139.8,20.2063628546862,5.16362561867474,2707.4,3.70001532097441,7802,2.41533210816487,84,15.6561572271215,3.13215631232917,298.604,-0.66693770922901,9.82861786215557,1290
"MTU AERO ENGINES",2011,"EU","Germany","Aerospace & Defense",170,124.2,2.89975144987573,4.23587190068552,2932.1,8.29947551156089,8202,3.73087137979007,113.6,33.9622641509434,3.87435626342894,288,7.38255033557047,9.82231165376351,1290
"MTU AERO ENGINES",2012,"EU","Germany","Aerospace & Defense",148,160.7,-1.41104294478528,4.75640797963654,3378.6,15.2279935882132,8541,4.13313825896122,99.1,-12.7640845070423,2.93316758420648,300.2,4.23611111111111,8.8853371218848,1290
"MTU AERO ENGINES",2013,"EU","Germany","Aerospace & Defense",173,137.5,-8.08823529411764,3.67480022449689,3741.7,10.7470549931924,8695,1.80306755649222,86,-13.2189707366297,2.29842050404896,313.1,4.29713524317124,8.36785418392709,1290
"MTU AERO ENGINES",2014,"EU","Germany","Aerospace & Defense",160,158.1,14.9818181818182,4.03944914279874,3913.9,4.60218617206083,8333,-4.16331224841863,100.7,17.093023255814,2.57288126932216,337.4,7.7610986905142,8.62055750019162,1290
"MTU AERO ENGINES",2015,"EU","Germany","Aerospace & Defense",167,167.2,5.75585072738773,3.76975627353279,4435.3,13.3217506834615,8334,0.012000480019192,142.8,41.8073485600795,3.219624377156,385.5,14.2560758743332,8.69163303496945,1290
"MTU AERO ENGINES",2016,"EU","Germany","Aerospace & Defense",165,165.7,-0.897129186602874,3.50117269212078,4732.7,6.70529614682207,8368,0.407967362610995,159.4,22.7097767513472,3.3680562892218,453.1,17.5356679636835,9.57381621484565,1290
"MTU AERO ENGINES",2017,"EU","Germany","Aerospace & Defense",177,166.3,0.4,3.3,5036.3,6.4,8846,5.7,195.4,22.6,3.9,560.5,23.7,11.1,1290
"MTU AERO ENGINES",2018,"EU","Germany","Aerospace & Defense",207,141.1,-15.1533373421528,3.08948785881632,4567.1,-9.31636320314516,9731,10.0045218177707,199.3,1.9959058341863,4.36381949158109,620.1,10.6333630686887,13.5775437367257,1290
"MTU AERO ENGINES",2019,"EU","Germany","Aerospace & Defense",210,146.8,4.03968816442242,3.17172240947196,4628.4,1.34220840358212,10660,9.54680916658104,301.7,51.3798294029102,6.51845130066546,703.4,13.4333172069021,15.1974764497451,1290
"VEOLIA ENVIRONNEMENT",2010,"EU","France","Gas, Water & Multi-Utilities",146,139.4,-4.65116279069766,0.391418005789842,35614.1,1.86866433262396,287043,-1.35979381443299,1716,-13.1,4.4035929589685,5868.752789,-28.2638888888889,5.41835958230027,21
"VEOLIA ENVIRONNEMENT",2011,"EU","France","Gas, Water & Multi-Utilities",156,135,-3.15638450502153,0.455353438593059,29647.3,-16.7540384285999,258400,-9.97864431461488,1449,-2.03317281968968,1.20283079584597,968.3,-49.8212157330155,3.26606470066414,21
"VEOLIA ENVIRONNEMENT",2012,"EU","France","Gas, Water & Multi-Utilities",203,103.9,-23.037037037037,0.352939178286937,29438.5,-0.704279985023926,248805,-3.71323529411764,2302,1.93508391267767,7.81969190006284,1123.7,16.0487452235877,3.81711024678567,21
"VEOLIA ENVIRONNEMENT",2013,"EU","France","Gas, Water & Multi-Utilities",223,97.7,-25.1340996168582,0.423005983564681,23096.6,-5.91518084460685,202800,-7.70869076495296,1226.9,-27.0006544892009,5.31203726955483,1548.3,-27.2927917351491,6.70358407731008,21
